"rs","region","ps","start_pos","end_pos","af_191","af_89","impact","RefSeq_ID","ncbi_func","protein_ID","gene_ID","gene_interval","gene_ann","no_vars_group","no_effects","ave_effect","lines","assocs","host","cat_rhiz","cat_sym","pleio_type","trait_combs","host_pleio","pleio","sig"
"freebayes-snp-psymb-486097-C","pSymB","486097",484397,486637,0.23,0.225,"LOW","NP_436930.1","aldehyde dehydrogenase","ASP61967.1","CDO30_27460","gene-CDO30_RS27485",NA,2,1,0.1697199,"A17","shoot-_A17","A17_only",NA,NA,NA,NA,NA,"non-pleio","sig"
"freebayes-snp-psymb-4894-A","pSymB","4894",4785,5234,0.466,0.393,"MODERATE","NP_438058.1","aldehyde-activating protein","ASP61537.1","CDO30_25145","gene-CDO30_RS25170",NA,1,1,0.1886719,"A17","fit+_A17","A17_only",NA,NA,NA,NA,NA,"non-pleio","sig"
"freebayes-snp-psymb-496339-A","pSymB","496339",495553,496842,0.126,0.18,"LOW","NP_436941.1","oxidoreductase","ASP61975.1","CDO30_27510","gene-CDO30_RS27535",NA,1,1,0.2206444,"A17","fit-_A17","A17_only",NA,NA,NA,NA,NA,"non-pleio","sig"
"freebayes-snp-psymb-498320-A","pSymB","498320",497211,498503,0.052,0.056,"LOW","NP_436942.1","sn-glycerol-3-phosphate-binding periplasmic protein UgpB","ASP61976.1","CDO30_27520","gene-CDO30_RS27545",NA,1,1,0.3232684,"A17","fit+_A17","A17_only",NA,NA,NA,NA,NA,"non-pleio","sig"
"freebayes-snp-psymb-500203-T","pSymB","500203",499511,500359,0.136,0.169,"LOW","NP_436944.1","sn-glycerol 3-phosphate ABC transporter permease","ASP61978.1","CDO30_27530","gene-CDO30_RS27555",NA,4,1,0.2475515,"A17","fit-_A17","A17_only",NA,NA,NA,NA,NA,"non-pleio","sig"
"freebayes-snp-psymb-50321-C","pSymB","50321",49307,50383,0.455,0.483,"LOW","NP_438095.1","phenylacetic acid degradation protein","ASP61573.1","CDO30_25335","gene-CDO30_RS25360",NA,2,1,0.2256121,"DZA","fit-_DZA","DZA_only",NA,NA,NA,NA,NA,"non-pleio","sig"
"freebayes-snp-psymb-504163-G","pSymB","504163",503587,504660,0.162,0.202,"LOW","YP_001312451.1","Zn-dependent oxidoreductase","ASP61982.1","CDO30_27550","gene-CDO30_RS27575",NA,1,1,0.3094523,"A17","fit-_A17","A17_only",NA,NA,NA,NA,NA,"non-pleio","sig"
"freebayes-snp-psymb-504380-G","pSymB","504380",503587,504660,0.157,0.18,"MODERATE","YP_001312451.1","Zn-dependent oxidoreductase","ASP61982.1","CDO30_27550","gene-CDO30_RS27575",NA,1,1,0.2865925,"A17","fit-_A17","A17_only",NA,NA,NA,NA,NA,"non-pleio","sig"
"freebayes-snp-psymb-505098-T","pSymB","505098",504672,506048,0.251,0.292,"LOW","NP_436949.1","aspartate aminotransferase family protein","ASP61983.1","CDO30_27555","gene-CDO30_RS27580",NA,1,1,0.2071097,"A17","fit-_A17","A17_only",NA,NA,NA,NA,NA,"non-pleio","sig"
"freebayes-snp-psymb-506189-G","pSymB","506189",506168,507664,0.162,0.213,"LOW","NP_436950.1","NAD-dependent succinate-semialdehyde dehydrogenase","ASP61984.1","CDO30_27560","gene-CDO30_RS27585",NA,1,1,0.2854747,"A17","fit-_A17","A17_only",NA,NA,NA,NA,NA,"non-pleio","sig"
"freebayes-snp-psymb-507302-C","pSymB","507302",506168,507664,0.079,0.112,"LOW","NP_436950.1","NAD-dependent succinate-semialdehyde dehydrogenase","ASP61984.1","CDO30_27560","gene-CDO30_RS27585",NA,1,1,0.3541214,"DZA","fit-_DZA","DZA_only",NA,NA,NA,NA,NA,"non-pleio","sig"
"freebayes-snp-psymb-508459-A","pSymB","508459",508427,509812,0.147,0.169,"LOW","YP_002824530.1","PLP-dependent aminotransferase family protein","ASP63041.1","CDO30_27570","gene-CDO30_RS27595",NA,1,2,0.25190885,"DZA, A17","fit-_DZA, fit-_A17","Both",NA,NA,NA,NA,NA,"non-pleio","sig"
"freebayes-snp-psymb-508525-G","pSymB","508525",508427,509812,0.403,0.416,"LOW","YP_002824530.1","PLP-dependent aminotransferase family protein","ASP63041.1","CDO30_27570","gene-CDO30_RS27595",NA,1,1,0.2309852,"DZA","fit-_DZA","DZA_only",NA,NA,NA,NA,NA,"non-pleio","sig"
"freebayes-snp-psymb-508881-C","pSymB","508881",508427,509812,0.126,0.169,"MODERATE","YP_002824530.1","PLP-dependent aminotransferase family protein","ASP63041.1","CDO30_27570","gene-CDO30_RS27595",NA,1,2,0.28316435,"DZA, A17","fit-_DZA, fit-_A17","Both",NA,NA,NA,NA,NA,"non-pleio","sig"
"freebayes-snp-psymb-509599-A","pSymB","509599",508427,509812,0.272,0.247,"LOW","YP_002824530.1","PLP-dependent aminotransferase family protein","ASP63041.1","CDO30_27570","gene-CDO30_RS27595",NA,1,1,0.1796343,"A17","nod-_A17","A17_only",NA,NA,NA,NA,NA,"non-pleio","sig"
"freebayes-snp-psymb-509914-G","pSymB","509914",NA,NA,0.073,0.067,"MODIFIER",NA,"non-coding",NA,NA,"gene-CDO30_RS27595-gene-CDO30_RS27600",NA,1,2,0.347894,"DZA, A17","nod.weight+_DZA, chloro1+_A17","Both",NA,NA,NA,NA,NA,"non-pleio","sig"
"freebayes-snp-psymb-512329-T","pSymB","512329",511781,512440,0.45,0.472,"LOW","NP_436955.1","ectoine/hydroxyectoine ABC transporter permease subunit EhuC","ASP61988.1","CDO30_27585","gene-CDO30_RS27610","ehuC",1,1,0.1521329,"DZA","nod+_DZA","DZA_only",NA,NA,NA,NA,NA,"non-pleio","sig"
"freebayes-snp-psymb-513668-G","pSymB","513668",513105,513890,0.099,0.079,"MODERATE","NP_436957.1","ectoine utilization protein EutA","ASP61990.1","CDO30_27595","gene-CDO30_RS27620","eutA",1,2,0.284717,"DZA, A17","nod.weight+_DZA, chloro1+_A17","Both",NA,NA,NA,NA,NA,"non-pleio","sig"
"freebayes-snp-psymb-513804-A","pSymB","513804",513105,513890,0.099,0.09,"MODERATE","NP_436957.1","ectoine utilization protein EutA","ASP61990.1","CDO30_27595","gene-CDO30_RS27620","eutA",1,2,0.299776,"DZA, A17","nod.weight+_DZA, chloro1+_A17","Both",NA,NA,NA,NA,NA,"non-pleio","sig"
"freebayes-snp-psymb-513872-T","pSymB","513872",513105,513890,0.089,0.124,"LOW","NP_436957.1","ectoine utilization protein EutA","ASP61990.1","CDO30_27595","gene-CDO30_RS27620","eutA",1,1,0.3540066,"DZA","fit-_DZA","DZA_only",NA,NA,NA,NA,NA,"non-pleio","sig"
"freebayes-snp-psymb-514347-C","pSymB","514347",513887,514891,0.079,0.079,"MODERATE","NP_436958.1","hydroxyectoine utilization dehydratase EutB","ASP61991.1","CDO30_27600","gene-CDO30_RS27625","eutB",1,1,0.3338517,"DZA","shoot-_DZA","DZA_only",NA,NA,NA,NA,NA,"non-pleio","sig"
"freebayes-snp-psymb-514682-G","pSymB","514682",513887,514891,0.131,0.112,"MODERATE","NP_436958.1","hydroxyectoine utilization dehydratase EutB","ASP61991.1","CDO30_27600","gene-CDO30_RS27625","eutB",1,1,0.4275495,"DZA","fit-_DZA","DZA_only",NA,NA,NA,NA,NA,"non-pleio","sig"
"freebayes-snp-psymb-515510-G","pSymB","515510",514888,515877,0.461,0.438,"MODERATE","NP_436959.1","cyclodeaminase","ASP61992.1","CDO30_27605","gene-CDO30_RS27630",NA,1,1,0.2572596,"DZA","fit-_DZA","DZA_only",NA,NA,NA,NA,NA,"non-pleio","sig"
"freebayes-snp-psymb-516237-C","pSymB","516237",515922,517103,0.105,0.079,"MODERATE","NP_436960.1","ectoine hydrolase DoeA","ASP61993.1","CDO30_27610","gene-CDO30_RS27635","doeA",3,2,0.29702935,"DZA, A17","nod.weight+_DZA, chloro1+_A17","Both",NA,NA,NA,NA,NA,"non-pleio","sig"
"freebayes-snp-psymb-517732-G","pSymB","517732",517108,518118,0.079,0.09,"MODERATE","WP_003525897.1","N-alpha-acetyl diaminobutyric acid deacetylase DoeB","ASP61994.1","CDO30_27615","gene-CDO30_RS27640","doeB",1,1,0.3247834,"A17","fit+_A17","A17_only",NA,NA,NA,NA,NA,"non-pleio","sig"
"freebayes-snp-psymb-518144-C","pSymB","518144",NA,NA,0.084,0.101,"MODIFIER",NA,"non-coding",NA,NA,"gene-CDO30_RS27640-gene-CDO30_RS27645",NA,1,1,0.4176481,"DZA","fit-_DZA","DZA_only",NA,NA,NA,NA,NA,"non-pleio","sig"
"freebayes-snp-psymb-518267-A","pSymB","518267",NA,NA,0.079,0.101,"MODIFIER",NA,"non-coding",NA,NA,"gene-CDO30_RS27640-gene-CDO30_RS27645",NA,1,1,0.4176481,"DZA","fit-_DZA","DZA_only",NA,NA,NA,NA,NA,"non-pleio","sig"
"freebayes-snp-psymb-518500-T","pSymB","518500",NA,NA,0.058,0.067,"MODIFIER",NA,"non-coding",NA,NA,"gene-CDO30_RS27640-gene-CDO30_RS27645",NA,1,1,0.3222985,"A17","fit+_A17","A17_only",NA,NA,NA,NA,NA,"non-pleio","sig"
"freebayes-snp-psymb-518548-C","pSymB","518548",518516,519790,0.314,0.315,"LOW","NP_436962.1","NarK/NasA family nitrate transporter","ASP61995.1","CDO30_27620","gene-CDO30_RS27645",NA,1,1,0.2478772,"DZA","fit+_DZA","DZA_only",NA,NA,NA,NA,NA,"non-pleio","sig"
"freebayes-snp-psymb-518805-G","pSymB","518805",518516,519790,0.094,0.09,"MODERATE","NP_436962.1","NarK/NasA family nitrate transporter","ASP61995.1","CDO30_27620","gene-CDO30_RS27645",NA,1,1,0.2722442,"DZA","shoot-_DZA","DZA_only",NA,NA,NA,NA,NA,"non-pleio","sig"
"freebayes-snp-psymb-518822-G","pSymB","518822",518516,519790,0.079,0.079,"MODERATE","NP_436962.1","NarK/NasA family nitrate transporter","ASP61995.1","CDO30_27620","gene-CDO30_RS27645",NA,1,2,0.3287863,"DZA, A17","nod.weight+_DZA, chloro1+_A17","Both",NA,NA,NA,NA,NA,"non-pleio","sig"
"freebayes-snp-psymb-520173-T","pSymB","520173",520045,520785,0.387,0.382,"LOW","NP_436963.1","FadR family transcriptional regulator","ASP63042.1","CDO30_27625","gene-CDO30_RS27650",NA,1,1,0.1471953,"DZA","chloro1-_DZA","DZA_only",NA,NA,NA,NA,NA,"non-pleio","sig"
"freebayes-snp-psymb-520446-C","pSymB","520446",520045,520785,0.162,0.169,"LOW","NP_436963.1","FadR family transcriptional regulator","ASP63042.1","CDO30_27625","gene-CDO30_RS27650",NA,1,1,0.1935415,"DZA","shoot+_DZA","DZA_only",NA,NA,NA,NA,NA,"non-pleio","sig"
"freebayes-snp-psymb-520781-C","pSymB","520781",520045,520785,0.089,0.09,"MODERATE","NP_436963.1","FadR family transcriptional regulator","ASP63042.1","CDO30_27625","gene-CDO30_RS27650",NA,1,1,0.266306,"DZA","shoot-_DZA","DZA_only",NA,NA,NA,NA,NA,"non-pleio","sig"
"freebayes-snp-psymb-521225-C","pSymB","521225",520825,521799,0.063,0.079,"MODERATE","NP_436964.1","ABC transporter substrate-binding protein","ASP61996.1","CDO30_27630","gene-CDO30_RS27655",NA,2,1,0.2970434,"DZA","nod.weight+_DZA","DZA_only",NA,NA,NA,NA,NA,"non-pleio","sig"
"freebayes-snp-psymb-525449-T","pSymB","525449",524919,526127,0.215,0.202,"LOW","NP_436968.1","mannonate dehydratase","ASP62000.1","CDO30_27650","gene-CDO30_RS27675","uxuA",1,1,0.1829367,"DZA","nod-_DZA","DZA_only",NA,NA,NA,NA,NA,"non-pleio","sig"
"freebayes-snp-psymb-526600-G","pSymB","526600",526403,528097,0.089,0.101,"LOW","NP_436969.1","GGDEF-domain containing protein","ASP62001.1","CDO30_27655","gene-CDO30_RS27680",NA,1,2,0.2919536,"DZA, A17","nod-_DZA, nod-_A17","Both",NA,NA,NA,NA,NA,"non-pleio","sig"
"freebayes-snp-psymb-527239-T","pSymB","527239",526403,528097,0.136,0.169,"LOW","NP_436969.1","GGDEF-domain containing protein","ASP62001.1","CDO30_27655","gene-CDO30_RS27680",NA,1,1,0.308878,"DZA","nod-_DZA","DZA_only",NA,NA,NA,NA,NA,"non-pleio","sig"
"freebayes-snp-psymb-528185-A","pSymB","528185",528173,528691,0.241,0.202,"MODERATE","NP_436970.1","ubiquinone biosynthesis methyltransferase UbiE","ASP62002.1","CDO30_27660","gene-CDO30_RS27685",NA,1,1,0.2286718,"A17","chloro1+_A17","A17_only",NA,NA,NA,NA,NA,"non-pleio","sig"
"freebayes-snp-psymb-529245-C","pSymB","529245",528688,529866,0.497,0.461,"LOW","YP_001312427.1","SAM-dependent methyltransferase","ASP62003.1","CDO30_27665","gene-CDO30_RS27690",NA,1,1,0.2818714,"DZA","fit-_DZA","DZA_only",NA,NA,NA,NA,NA,"non-pleio","sig"
"freebayes-snp-psymb-529305-T","pSymB","529305",528688,529866,0.325,0.326,"LOW","YP_001312427.1","SAM-dependent methyltransferase","ASP62003.1","CDO30_27665","gene-CDO30_RS27690",NA,1,1,0.160928,"A17","chloro1-_A17","A17_only",NA,NA,NA,NA,NA,"non-pleio","sig"
"freebayes-snp-psymb-530060-T","pSymB","530060",529863,532223,0.377,0.337,"LOW","NP_436972.1","hypothetical protein","ASP62004.1","CDO30_27670","gene-CDO30_RS27695",NA,1,1,0.2989864,"DZA","fit-_DZA","DZA_only",NA,NA,NA,NA,NA,"non-pleio","sig"
"freebayes-snp-psymb-533135-A","pSymB","533135",532806,533144,0.157,0.18,"LOW","NP_436974.1","hypothetical protein","ASP63043.1","CDO30_27680","gene-CDO30_RS27705",NA,1,1,0.3135257,"DZA","fit+_DZA","DZA_only",NA,NA,NA,NA,NA,"non-pleio","sig"
"freebayes-snp-psymb-534886-T","pSymB","534886",NA,NA,0.084,0.067,"MODIFIER",NA,"non-coding",NA,NA,"gene-CDO30_RS27715-gene-CDO30_RS27720",NA,3,1,0.355293,"A17","fit-_A17","A17_only",NA,NA,NA,NA,NA,"non-pleio","sig"
"freebayes-snp-psymb-535537-A","pSymB","535537",NA,NA,0.079,0.079,"MODIFIER",NA,"non-coding",NA,NA,"gene-CDO30_RS27720-gene-CDO30_RS27725",NA,1,1,0.4231575,"DZA","nod.weight+_DZA","DZA_only",NA,NA,NA,NA,NA,"non-pleio","sig"
"freebayes-snp-psymb-538789-A","pSymB","538789",537950,538996,0.152,0.18,"LOW","NP_436980.1","NAD-dependent epimerase/dehydratase family protein","ASP62011.1","CDO30_27710","gene-CDO30_RS27735",NA,1,1,0.1962325,"DZA","nod.weight+_DZA","DZA_only",NA,NA,NA,NA,NA,"non-pleio","sig"
"freebayes-snp-psymb-541524-G","pSymB","541524",539979,541844,0.314,0.337,"MODERATE","NP_436982.1","N-acetylglucosaminyltransferase","ASP62013.1","CDO30_27720","gene-CDO30_RS27745",NA,2,1,0.2045159,"A17","nod.weight+_A17","A17_only",NA,NA,NA,NA,NA,"non-pleio","sig"
"freebayes-snp-psymb-541566-C","pSymB","541566",539979,541844,0.152,0.18,"LOW","NP_436982.1","N-acetylglucosaminyltransferase","ASP62013.1","CDO30_27720","gene-CDO30_RS27745",NA,2,1,0.2016325,"DZA","nod.weight+_DZA","DZA_only",NA,NA,NA,NA,NA,"non-pleio","sig"
"freebayes-snp-psymb-543865-T","pSymB","543865",543437,543946,0.058,0.079,"LOW","NP_436985.1","DUF995 domain-containing protein","ASP62016.1","CDO30_27735","gene-CDO30_RS27760",NA,1,2,0.4034464,"DZA, A17","nod.weight+_DZA, chloro1+_A17","Both",NA,NA,NA,NA,NA,"non-pleio","sig"
"freebayes-snp-psymb-545449-G","pSymB","545449",544603,545673,0.319,0.213,"LOW","NP_436987.1","ROK family protein","ASP62018.1","CDO30_27745","gene-CDO30_RS27770",NA,1,1,0.1758363,"DZA","shoot-_DZA","DZA_only",NA,NA,NA,NA,NA,"non-pleio","sig"
"freebayes-snp-psymb-545623-G","pSymB","545623",544603,545673,0.293,0.258,"LOW","NP_436987.1","ROK family protein","ASP62018.1","CDO30_27745","gene-CDO30_RS27770",NA,1,1,0.1742701,"A17","nod-_A17","A17_only",NA,NA,NA,NA,NA,"non-pleio","sig"
"freebayes-snp-psymb-545742-A","pSymB","545742",NA,NA,0.188,0.146,"MODIFIER",NA,"non-coding",NA,NA,"gene-CDO30_RS27770-gene-CDO30_RS27775",NA,2,2,0.34709115,"A17, DZA","nod-_A17, fit+_DZA","Both",NA,NA,NA,NA,NA,"non-pleio","sig"
"freebayes-snp-psymb-546084-T","pSymB","546084",545848,547005,0.393,0.371,"LOW","NP_436988.1","osmoprotectant NAGGN system M42 family peptidase","ASP62019.1","CDO30_27750","gene-CDO30_RS27775",NA,1,1,0.3073121,"DZA","fit+_DZA","DZA_only",NA,NA,NA,NA,NA,"non-pleio","sig"
"freebayes-snp-psymb-54649-T","pSymB","54649",54403,54918,0.117,0.102,"LOW","NP_438101.1","DUF992 domain-containing protein","ASP61579.1","CDO30_25365","gene-CDO30_RS25390",NA,1,2,0.26956065,"DZA, A17","nod+_DZA, nod+_A17","Both",NA,NA,NA,NA,NA,"non-pleio","sig"
"freebayes-snp-psymb-546626-C","pSymB","546626",545848,547005,0.094,0.124,"MODERATE","NP_436988.1","osmoprotectant NAGGN system M42 family peptidase","ASP62019.1","CDO30_27750","gene-CDO30_RS27775",NA,1,2,0.34475085,"A17, DZA","nod.weight+_A17, fit+_DZA","Both",NA,NA,NA,NA,NA,"non-pleio","sig"
"freebayes-snp-psymb-5474-A","pSymB","5474",5231,5695,0.099,0.101,"LOW","NP_438059.1","SRPBCC domain-containing protein","ASP61538.1","CDO30_25150","gene-CDO30_RS25175",NA,1,2,0.3402704,"A17, DZA","nod-_A17, fit-_DZA","Both",NA,NA,NA,NA,NA,"non-pleio","sig"
"freebayes-snp-psymb-54951-G","pSymB","54951",NA,NA,0.052,0.079,"MODIFIER",NA,"non-coding",NA,NA,"gene-CDO30_RS25390-gene-CDO30_RS25395",NA,3,1,0.5366898,"A17","nod-_A17","A17_only",NA,NA,NA,NA,NA,"non-pleio","sig"
"freebayes-snp-psymb-55152-T","pSymB","55152",NA,NA,0.147,0.124,"MODIFIER",NA,"non-coding",NA,NA,"gene-CDO30_RS25390-gene-CDO30_RS25395",NA,4,2,0.25876045,"DZA, A17","nod+_DZA, nod+_A17","Both",NA,NA,NA,NA,NA,"non-pleio","sig"
"freebayes-snp-psymb-556177-T","pSymB","556177",NA,NA,0.084,0.09,"MODIFIER",NA,"non-coding",NA,NA,"gene-CDO30_RS27830-gene-CDO30_RS27835",NA,1,1,0.3425618,"DZA","nod.weight+_DZA","DZA_only",NA,NA,NA,NA,NA,"non-pleio","sig"
"freebayes-snp-psymb-557137-T","pSymB","557137",556361,557926,0.178,0.191,"LOW","NP_436998.1","ABC transporter substrate-binding protein","ASP62030.1","CDO30_27810","gene-CDO30_RS27835",NA,1,1,0.1775696,"A17","shoot-_A17","A17_only",NA,NA,NA,NA,NA,"non-pleio","sig"
"freebayes-snp-psymb-5576-A","pSymB","5576",5231,5695,0.105,0.112,"LOW","NP_438059.1","SRPBCC domain-containing protein","ASP61538.1","CDO30_25150","gene-CDO30_RS25175",NA,1,1,0.2862597,"A17","nod-_A17","A17_only",NA,NA,NA,NA,NA,"non-pleio","sig"
"freebayes-snp-psymb-557845-C","pSymB","557845",556361,557926,0.372,0.404,"LOW","NP_436998.1","ABC transporter substrate-binding protein","ASP62030.1","CDO30_27810","gene-CDO30_RS27835",NA,1,1,0.1493225,"A17","nod.weight+_A17","A17_only",NA,NA,NA,NA,NA,"non-pleio","sig"
"freebayes-snp-psymb-558195-G","pSymB","558195",558004,558951,0.099,0.124,"LOW","NP_436999.1","ABC transporter permease","ASP63045.1","CDO30_27815","gene-CDO30_RS27840",NA,1,2,0.34267425,"A17, DZA","nod.weight+_A17, fit+_DZA","Both",NA,NA,NA,NA,NA,"non-pleio","sig"
"freebayes-snp-psymb-561574-G","pSymB","561574",561551,562333,0.115,0.101,"LOW","NP_437002.1","FadR family transcriptional regulator","ASP62033.1","CDO30_27830","gene-CDO30_RS27855",NA,2,1,0.4073597,"DZA","fit-_DZA","DZA_only",NA,NA,NA,NA,NA,"non-pleio","sig"
"freebayes-snp-psymb-561799-G","pSymB","561799",561551,562333,0.267,0.315,"LOW","NP_437002.1","FadR family transcriptional regulator","ASP62033.1","CDO30_27830","gene-CDO30_RS27855",NA,1,2,0.1983515,"DZA, A17","nod.weight+_DZA, nod.weight+_A17","Both",NA,NA,NA,NA,NA,"non-pleio","sig"
"freebayes-snp-psymb-564199-T","pSymB","564199",562457,564232,0.283,0.27,"LOW","NP_437003.1","N-acetylglutaminylglutamine amidotransferase","ASP62034.1","CDO30_27835","gene-CDO30_RS27860",NA,1,2,0.2183792,"A17, DZA","nod-_A17, fit+_DZA","Both",NA,NA,NA,NA,NA,"non-pleio","sig"
"freebayes-snp-psymb-56474-C","pSymB","56474",55229,56602,0.058,0.067,"LOW","NP_438102.1","alpha-glucosidase/alpha-galactosidase","ASP61580.1","CDO30_25370","gene-CDO30_RS25395",NA,1,1,0.3200631,"DZA","nod+_DZA","DZA_only",NA,NA,NA,NA,NA,"non-pleio","sig"
"freebayes-snp-psymb-565409-T","pSymB","565409",564234,566018,0.058,0.056,"LOW","NP_437004.1","N-acetylglutaminylglutamine synthetase","ASP62035.1","CDO30_27840","gene-CDO30_RS27865",NA,1,2,0.46741155,"DZA, A17","nod-_DZA, nod-_A17","Both",NA,NA,NA,NA,NA,"non-pleio","sig"
"freebayes-snp-psymb-565485-C","pSymB","565485",564234,566018,0.141,0.18,"LOW","NP_437004.1","N-acetylglutaminylglutamine synthetase","ASP62035.1","CDO30_27840","gene-CDO30_RS27865",NA,1,1,0.2528161,"A17","nod-_A17","A17_only",NA,NA,NA,NA,NA,"non-pleio","sig"
"freebayes-snp-psymb-565820-C","pSymB","565820",564234,566018,0.204,0.258,"LOW","NP_437004.1","N-acetylglutaminylglutamine synthetase","ASP62035.1","CDO30_27840","gene-CDO30_RS27865",NA,9,1,0.183844,"DZA","shoot+_DZA","DZA_only",NA,NA,NA,NA,NA,"non-pleio","sig"
"freebayes-snp-psymb-566119-T","pSymB","566119",566026,567096,0.157,0.202,"LOW","NP_437005.1","transcriptional regulator","ASP62036.1","CDO30_27845","gene-CDO30_RS27870",NA,1,1,0.2153799,"DZA","shoot+_DZA","DZA_only",NA,NA,NA,NA,NA,"non-pleio","sig"
"freebayes-snp-psymb-566140-T","pSymB","566140",566026,567096,0.168,0.213,"LOW","NP_437005.1","transcriptional regulator","ASP62036.1","CDO30_27845","gene-CDO30_RS27870",NA,1,1,0.1973499,"DZA","shoot+_DZA","DZA_only",NA,NA,NA,NA,NA,"non-pleio","sig"
"freebayes-snp-psymb-566266-C","pSymB","566266",566026,567096,0.11,0.112,"LOW","NP_437005.1","transcriptional regulator","ASP62036.1","CDO30_27845","gene-CDO30_RS27870",NA,1,2,0.3640148,"DZA, A17","nod-_DZA, nod-_A17","Both",NA,NA,NA,NA,NA,"non-pleio","sig"
"freebayes-snp-psymb-569085-G","pSymB","569085",568468,569997,0.319,0.36,"LOW","NP_437007.1","sugar ABC transporter ATP-binding protein","ASP62038.1","CDO30_27855","gene-CDO30_RS27880",NA,1,1,0.1609138,"DZA","shoot+_DZA","DZA_only",NA,NA,NA,NA,NA,"non-pleio","sig"
"freebayes-snp-psymb-569373-T","pSymB","569373",568468,569997,0.487,0.461,"LOW","NP_437007.1","sugar ABC transporter ATP-binding protein","ASP62038.1","CDO30_27855","gene-CDO30_RS27880",NA,1,1,0.1633071,"A17","nod-_A17","A17_only",NA,NA,NA,NA,NA,"non-pleio","sig"
"freebayes-snp-psymb-569415-T","pSymB","569415",568468,569997,0.094,0.09,"LOW","NP_437007.1","sugar ABC transporter ATP-binding protein","ASP62038.1","CDO30_27855","gene-CDO30_RS27880",NA,1,1,0.2348927,"DZA","chloro1-_DZA","DZA_only",NA,NA,NA,NA,NA,"non-pleio","sig"
"freebayes-snp-psymb-569475-T","pSymB","569475",568468,569997,0.387,0.427,"LOW","NP_437007.1","sugar ABC transporter ATP-binding protein","ASP62038.1","CDO30_27855","gene-CDO30_RS27880",NA,1,2,0.16206015,"A17","chloro1-_A17, shoot-_A17","A17_only",NA,NA,NA,NA,NA,"non-pleio","sig"
"freebayes-snp-psymb-569538-G","pSymB","569538",568468,569997,0.492,0.438,"LOW","NP_437007.1","sugar ABC transporter ATP-binding protein","ASP62038.1","CDO30_27855","gene-CDO30_RS27880",NA,1,2,0.14919215,"A17","chloro1+_A17, shoot+_A17","A17_only",NA,NA,NA,NA,NA,"non-pleio","sig"
"freebayes-snp-psymb-572507-T","pSymB","572507",571989,572837,0.183,0.213,"LOW","NP_437010.1","sugar phosphate isomerase/epimerase","ASP63046.1","CDO30_27870","gene-CDO30_RS27895",NA,1,1,0.2076172,"DZA","chloro1+_DZA","DZA_only",NA,NA,NA,NA,NA,"non-pleio","sig"
"freebayes-snp-psymb-573085-A","pSymB","573085",572882,574354,0.209,0.202,"LOW","NP_437011.1","carbohydrate kinase","ASP62041.1","CDO30_27875","gene-CDO30_RS27900",NA,2,1,0.193979,"DZA","chloro1-_DZA","DZA_only",NA,NA,NA,NA,NA,"non-pleio","sig"
"freebayes-snp-psymb-573382-T","pSymB","573382",572882,574354,0.141,0.124,"LOW","NP_437011.1","carbohydrate kinase","ASP62041.1","CDO30_27875","gene-CDO30_RS27900",NA,1,2,0.2228835,"DZA, A17","chloro1-_DZA, shoot-_A17","Both",NA,NA,NA,NA,NA,"non-pleio","sig"
"freebayes-snp-psymb-573812-G","pSymB","573812",572882,574354,0.089,0.067,"MODERATE","NP_437011.1","carbohydrate kinase","ASP62041.1","CDO30_27875","gene-CDO30_RS27900",NA,1,1,0.5437541,"DZA","fit+_DZA","DZA_only",NA,NA,NA,NA,NA,"non-pleio","sig"
"freebayes-snp-psymb-573857-T","pSymB","573857",572882,574354,0.089,0.067,"MODERATE","NP_437011.1","carbohydrate kinase","ASP62041.1","CDO30_27875","gene-CDO30_RS27900",NA,1,1,0.2410759,"DZA","chloro1-_DZA","DZA_only",NA,NA,NA,NA,NA,"non-pleio","sig"
"freebayes-snp-psymb-575186-A","pSymB","575186",575153,576013,0.319,0.315,"LOW","YP_002122330.1","DUF899 domain-containing protein","ASP62043.1","CDO30_27885","gene-CDO30_RS27910",NA,1,1,0.1798028,"A17","fit+_A17","A17_only",NA,NA,NA,NA,NA,"non-pleio","sig"
"freebayes-snp-psymb-576534-A","pSymB","576534",576202,576780,0.403,0.404,"LOW","NP_437013.1","cysteine hydrolase","ASP62044.1","CDO30_27890","gene-CDO30_RS27915",NA,2,1,0.2541296,"DZA","fit+_DZA","DZA_only",NA,NA,NA,NA,NA,"non-pleio","sig"
"freebayes-snp-psymb-576876-A","pSymB","576876",NA,NA,0.052,0.067,"MODIFIER",NA,"non-coding",NA,NA,"gene-CDO30_RS27915-gene-CDO30_RS27920",NA,2,2,0.3967167,"DZA, A17","nod.weight+_DZA, chloro1+_A17","Both",NA,NA,NA,NA,NA,"non-pleio","sig"
